date,season,week,home,away,home_score,away_score,close_spread,home_spread_odds,away_spread_odds
2020-11-22,2020,11,WAS,CIN,20.0,9.0,2.0,-101.0,-109.0
2020-11-23,2020,11,TB,LA,24.0,27.0,4.0,-102.0,-109.0
2020-11-26,2020,12,DAL,WAS,16.0,41.0,2.5,-106.0,-104.0
2020-11-26,2020,12,DET,HOU,25.0,41.0,-3.0,-106.0,-104.0
2020-11-29,2020,12,ATL,LV,43.0,6.0,-3.5,-105.0,-105.0
2020-11-29,2020,12,BUF,LAC,27.0,17.0,4.5,-103.0,-107.0
2020-11-29,2020,12,CIN,NYG,17.0,19.0,-6.5,-107.0,-103.0
2020-11-29,2020,12,DEN,NO,3.0,31.0,-17.0,-107.0,-103.0
2020-11-29,2020,12,GB,CHI,41.0,25.0,7.5,105.0,-116.0
2020-11-29,2020,12,IND,TEN,26.0,45.0,3.0,103.0,-114.0
2020-11-29,2020,12,JAX,CLE,25.0,27.0,-7.5,-112.0,102.0
2020-11-29,2020,12,LA,SF,20.0,23.0,5.0,101.0,-112.0
2020-11-29,2020,12,MIN,CAR,28.0,27.0,3.0,104.0,-115.0
2020-11-29,2020,12,NE,ARI,20.0,17.0,-1.0,-103.0,-107.0
2020-11-29,2020,12,NYJ,MIA,3.0,20.0,-7.5,-104.0,-106.0
2020-11-29,2020,12,TB,KC,24.0,27.0,-3.5,-124.0,112.0
2020-11-30,2020,12,PHI,SEA,17.0,23.0,-6.5,-104.0,-106.0
2020-12-02,2020,12,PIT,BAL,19.0,14.0,10.5,-101.0,-109.0
2020-12-06,2020,13,ARI,LA,28.0,38.0,-2.5,103.0,-114.0
2020-12-06,2020,13,ATL,NO,16.0,21.0,-2.5,102.0,-113.0
2020-12-06,2020,13,CHI,DET,30.0,34.0,3.0,-110.0,-100.0
2020-12-06,2020,13,GB,PHI,30.0,16.0,8.0,-108.0,-102.0
2020-12-06,2020,13,HOU,IND,20.0,26.0,-3.5,-112.0,101.0
2020-12-06,2020,13,KC,DEN,22.0,16.0,13.0,108.0,-120.0
2020-12-06,2020,13,LAC,NE,0.0,45.0,2.5,-102.0,-109.0
2020-12-06,2020,13,MIA,CIN,19.0,7.0,10.5,105.0,-115.0
2020-12-06,2020,13,MIN,JAX,27.0,24.0,10.5,107.0,-118.0
2020-12-06,2020,13,NYJ,LV,28.0,31.0,-7.5,-113.0,103.0
2020-12-06,2020,13,SEA,NYG,12.0,17.0,11.0,104.0,-114.0
2020-12-06,2020,13,TEN,CLE,35.0,41.0,4.0,101.0,-111.0
2020-12-07,2020,13,PIT,WAS,17.0,23.0,5.5,-110.0,-100.0
2020-12-07,2020,13,SF,BUF,24.0,34.0,1.5,-107.0,-103.0
2020-12-08,2020,13,BAL,DAL,34.0,17.0,8.5,-108.0,-103.0
2020-12-10,2020,14,LA,NE,24.0,3.0,5.0,-107.0,-103.0
2020-12-13,2020,14,BUF,PIT,26.0,15.0,2.0,-102.0,-109.0
2020-12-13,2020,14,CAR,DEN,27.0,32.0,4.0,-109.0,-101.0
2020-12-13,2020,14,CHI,HOU,36.0,7.0,-1.0,-103.0,-107.0
2020-12-13,2020,14,CIN,DAL,7.0,30.0,-3.0,103.0,-114.0
2020-12-13,2020,14,DET,GB,24.0,31.0,-9.5,-117.0,106.0
2020-12-13,2020,14,JAX,TEN,10.0,31.0,-7.5,-104.0,-106.0
2020-12-13,2020,14,LAC,ATL,20.0,17.0,1.0,-110.0,100.0
2020-12-13,2020,14,LV,IND,27.0,44.0,-2.5,-106.0,-104.0
2020-12-13,2020,14,MIA,KC,27.0,33.0,-7.5,-121.0,109.0
2020-12-13,2020,14,NYG,ARI,7.0,26.0,-3.0,-104.0,-106.0
2020-12-13,2020,14,PHI,NO,24.0,21.0,-7.5,-106.0,-104.0
2020-12-13,2020,14,SEA,NYJ,40.0,3.0,16.5,-100.0,-110.0
2020-12-13,2020,14,SF,WAS,15.0,23.0,3.0,101.0,-111.0
2020-12-13,2020,14,TB,MIN,26.0,14.0,7.0,-104.0,-106.0
2020-12-14,2020,14,CLE,BAL,42.0,47.0,-3.0,105.0,-116.0
2020-12-17,2020,15,LV,LAC,27.0,30.0,3.5,111.0,-123.0
2020-12-19,2020,15,DEN,BUF,19.0,48.0,-5.5,-105.0,-105.0
2020-12-19,2020,15,GB,CAR,24.0,16.0,9.5,-107.0,-103.0
2020-12-20,2020,15,ARI,PHI,33.0,26.0,6.5,103.0,-114.0
2020-12-20,2020,15,ATL,TB,27.0,31.0,-6.0,-106.0,-104.0
2020-12-20,2020,15,BAL,JAX,40.0,14.0,13.0,107.0,-118.0
2020-12-20,2020,15,DAL,SF,41.0,33.0,-4.0,-104.0,-106.0
2020-12-20,2020,15,IND,HOU,27.0,20.0,7.5,-102.0,-108.0
2020-12-20,2020,15,LA,NYJ,20.0,23.0,17.5,104.0,-115.0
2020-12-20,2020,15,MIA,NE,22.0,12.0,-1.5,-104.0,-106.0
2020-12-20,2020,15,MIN,CHI,27.0,33.0,2.5,-123.0,111.0
2020-12-20,2020,15,NO,KC,29.0,32.0,-2.5,102.0,-113.0
2020-12-20,2020,15,NYG,CLE,6.0,20.0,-6.0,-102.0,-108.0
2020-12-20,2020,15,TEN,DET,46.0,25.0,9.5,102.0,-113.0
2020-12-20,2020,15,WAS,SEA,15.0,20.0,-6.0,-107.0,-103.0
2020-12-21,2020,15,CIN,PIT,27.0,17.0,-14.5,-109.0,-101.0
2020-12-25,2020,16,NO,MIN,52.0,33.0,6.5,-102.0,-109.0
2020-12-26,2020,16,ARI,SF,12.0,20.0,6.0,-102.0,-108.0
2020-12-26,2020,16,DET,TB,7.0,47.0,-12.0,-111.0,101.0
2020-12-26,2020,16,LV,MIA,25.0,26.0,-2.0,-106.0,-104.0
2020-12-27,2020,16,BAL,NYG,27.0,13.0,10.0,105.0,-116.0
2020-12-27,2020,16,DAL,PHI,37.0,17.0,-3.0,104.0,-115.0
2020-12-27,2020,16,GB,TEN,40.0,14.0,3.0,-118.0,107.0
2020-12-27,2020,16,HOU,CIN,31.0,37.0,7.5,102.0,-113.0
2020-12-27,2020,16,JAX,CHI,17.0,41.0,-9.5,-103.0,-108.0
2020-12-27,2020,16,KC,ATL,17.0,14.0,11.0,-100.0,-110.0
2020-12-27,2020,16,LAC,DEN,19.0,16.0,2.5,100.0,-111.0
2020-12-27,2020,16,NYJ,CLE,23.0,16.0,-6.5,103.0,-114.0
2020-12-27,2020,16,PIT,IND,28.0,24.0,-1.0,-111.0,100.0
2020-12-27,2020,16,SEA,LA,20.0,9.0,1.5,-114.0,103.0
2020-12-27,2020,16,WAS,CAR,13.0,20.0,-1.0,-105.0,-105.0
2020-12-28,2020,16,NE,BUF,9.0,38.0,-7.0,-108.0,-102.0
2021-01-03,2020,17,BUF,MIA,56.0,26.0,-3.5,-125.0,113.0
2021-01-03,2020,17,CAR,NO,7.0,33.0,-6.0,-110.0,100.0
2021-01-03,2020,17,CHI,GB,16.0,35.0,-4.5,-107.0,-103.0
2021-01-03,2020,17,CIN,BAL,3.0,38.0,-13.5,-117.0,106.0
2021-01-03,2020,17,CLE,PIT,24.0,22.0,10.5,100.0,-111.0
2021-01-03,2020,17,DEN,LV,31.0,32.0,-2.5,104.0,-115.0
2021-01-03,2020,17,DET,MIN,35.0,37.0,-3.0,-100.0,-110.0
2021-01-03,2020,17,HOU,TEN,38.0,41.0,-7.0,-111.0,101.0
2021-01-03,2020,17,IND,JAX,28.0,14.0,15.5,-115.0,104.0
2021-01-03,2020,17,KC,LAC,21.0,38.0,-7.0,-117.0,106.0
2021-01-03,2020,17,LA,ARI,18.0,7.0,1.0,-116.0,105.0
2021-01-03,2020,17,NE,NYJ,28.0,14.0,3.0,-110.0,-101.0
2021-01-03,2020,17,NYG,DAL,23.0,19.0,-1.5,-104.0,-106.0
2021-01-03,2020,17,PHI,WAS,14.0,20.0,-6.5,-101.0,-109.0
2021-01-03,2020,17,SF,SEA,23.0,26.0,-7.0,-112.0,101.0
2021-01-03,2020,17,TB,ATL,44.0,27.0,7.5,111.0,-123.0
2021-01-09,2020,18,BUF,IND,27.0,24.0,7.0,107.0,-118.0
2021-01-09,2020,18,SEA,LA,20.0,30.0,3.0,-113.0,102.0
2021-01-09,2020,18,WAS,TB,23.0,31.0,-10.0,-109.0,-101.0
2021-01-10,2020,18,NO,CHI,21.0,9.0,11.0,-113.0,102.0
2021-01-10,2020,18,PIT,CLE,37.0,48.0,5.0,-110.0,-100.0
2021-01-10,2020,18,TEN,BAL,13.0,20.0,-3.5,-107.0,-103.0
2021-01-16,2020,19,BUF,BAL,17.0,3.0,2.5,-114.0,103.0
2021-01-16,2020,19,GB,LA,32.0,18.0,7.0,-101.0,-109.0
2021-01-17,2020,19,KC,CLE,22.0,17.0,7.5,-105.0,-105.0
2021-01-17,2020,19,NO,TB,20.0,30.0,2.5,-106.0,-104.0
2021-01-24,2020,20,GB,TB,26.0,31.0,3.0,-119.0,108.0
2021-01-24,2020,20,KC,BUF,38.0,24.0,3.0,-102.0,-108.0
2021-02-07,2020,21,TB,KC,31.0,9.0,-3.0,-103.0,-107.0
2021-09-09,2021,1,TB,DAL,31.0,29.0,10.0,110.0,-121.0
2021-09-12,2021,1,ATL,PHI,6.0,32.0,3.5,-101.0,-109.0
2021-09-12,2021,1,BUF,PIT,16.0,23.0,6.5,-100.0,-110.0
2021-09-12,2021,1,CAR,NYJ,19.0,14.0,3.5,-102.0,-108.0
2021-09-12,2021,1,CIN,MIN,27.0,24.0,-3.0,-120.0,109.0
2021-09-12,2021,1,DET,SF,33.0,41.0,-9.5,-105.0,-105.0
2021-09-12,2021,1,HOU,JAX,37.0,21.0,-3.5,-113.0,103.0
2021-09-12,2021,1,IND,SEA,16.0,28.0,-3.0,-117.0,106.0
2021-09-12,2021,1,KC,CLE,33.0,29.0,5.5,-110.0,-101.0
2021-09-12,2021,1,LA,CHI,34.0,14.0,9.5,-102.0,-108.0
2021-09-12,2021,1,NE,MIA,16.0,17.0,3.5,102.0,-113.0
2021-09-12,2021,1,NO,GB,38.0,3.0,-4.0,-114.0,103.0
2021-09-12,2021,1,NYG,DEN,13.0,27.0,-3.0,-120.0,109.0
2021-09-12,2021,1,TEN,ARI,13.0,38.0,2.5,-116.0,105.0
2021-09-12,2021,1,WAS,LAC,16.0,20.0,2.5,-101.0,-109.0
2021-09-13,2021,1,LV,BAL,33.0,27.0,-3.0,105.0,-116.0
2021-09-16,2021,2,WAS,NYG,30.0,29.0,4.0,-107.0,-103.0
2021-09-19,2021,2,ARI,MIN,34.0,33.0,4.0,101.0,-111.0
2021-09-19,2021,2,BAL,KC,36.0,35.0,-3.5,-118.0,107.0
2021-09-19,2021,2,CAR,NO,26.0,7.0,-3.0,-113.0,102.0
2021-09-19,2021,2,CHI,CIN,20.0,17.0,2.0,-105.0,-105.0
2021-09-19,2021,2,CLE,HOU,31.0,21.0,13.5,-107.0,-103.0
2021-09-19,2021,2,IND,LA,24.0,27.0,-4.0,-100.0,-110.0
2021-09-19,2021,2,JAX,DEN,13.0,23.0,-6.0,-115.0,104.0
2021-09-19,2021,2,LAC,DAL,17.0,20.0,3.0,-101.0,-109.0
2021-09-19,2021,2,MIA,BUF,0.0,35.0,-3.5,-113.0,103.0
2021-09-19,2021,2,NYJ,NE,6.0,25.0,-5.5,-105.0,-105.0
2021-09-19,2021,2,PHI,SF,11.0,17.0,-3.0,-115.0,104.0
2021-09-19,2021,2,PIT,LV,17.0,26.0,5.5,-102.0,-109.0
2021-09-19,2021,2,SEA,TEN,30.0,33.0,6.5,-110.0,-100.0
2021-09-19,2021,2,TB,ATL,48.0,25.0,13.5,-102.0,-108.0
2021-09-20,2021,2,GB,DET,35.0,17.0,11.5,102.0,-112.0
2021-09-23,2021,3,HOU,CAR,9.0,24.0,-8.0,104.0,-115.0
2021-09-26,2021,3,BUF,WAS,43.0,21.0,7.5,103.0,-114.0
2021-09-26,2021,3,CLE,CHI,26.0,6.0,7.5,-108.0,-102.0
2021-09-26,2021,3,DEN,NYJ,26.0,0.0,10.5,-101.0,-109.0
2021-09-26,2021,3,DET,BAL,17.0,19.0,-7.5,-110.0,-100.0
2021-09-26,2021,3,JAX,ARI,19.0,31.0,-8.0,-110.0,-101.0
2021-09-26,2021,3,KC,LAC,24.0,30.0,6.5,-110.0,-100.0
2021-09-26,2021,3,LA,TB,34.0,24.0,-1.0,-110.0,100.0
2021-09-26,2021,3,LV,MIA,31.0,28.0,4.0,-103.0,-107.0
2021-09-26,2021,3,MIN,SEA,30.0,17.0,-2.0,-109.0,-101.0
2021-09-26,2021,3,NE,NO,13.0,28.0,3.0,106.0,-117.0
2021-09-26,2021,3,NYG,ATL,14.0,17.0,3.0,105.0,-115.0
2021-09-26,2021,3,PIT,CIN,10.0,24.0,2.5,-114.0,103.0
2021-09-26,2021,3,SF,GB,28.0,30.0,3.5,103.0,-113.0
2021-09-26,2021,3,TEN,IND,25.0,16.0,4.5,103.0,-113.0
2021-09-27,2021,3,DAL,PHI,41.0,21.0,3.5,-107.0,-103.0
2021-09-30,2021,4,CIN,JAX,24.0,21.0,7.5,-116.0,105.0
2021-10-03,2021,4,ATL,WAS,30.0,34.0,-1.0,100.0,-111.0
2021-10-03,2021,4,BUF,HOU,40.0,0.0,19.0,-102.0,-108.0
2021-10-03,2021,4,CHI,DET,24.0,14.0,3.0,-101.0,-109.0
2021-10-03,2021,4,DAL,CAR,36.0,28.0,4.5,-104.0,-106.0
2021-10-03,2021,4,DEN,BAL,7.0,23.0,1.0,-111.0,101.0
2021-10-03,2021,4,GB,PIT,27.0,17.0,6.5,-106.0,-104.0
2021-10-03,2021,4,LA,ARI,20.0,37.0,3.5,-111.0,100.0
2021-10-03,2021,4,MIA,IND,17.0,27.0,2.5,-113.0,102.0
2021-10-03,2021,4,MIN,CLE,7.0,14.0,-1.0,-113.0,102.0
2021-10-03,2021,4,NE,TB,17.0,19.0,-6.0,-105.0,-105.0
2021-10-03,2021,4,NO,NYG,21.0,27.0,7.5,107.0,-118.0
2021-10-03,2021,4,NYJ,TEN,27.0,24.0,-5.5,-106.0,-104.0
2021-10-03,2021,4,PHI,KC,30.0,42.0,-7.5,-112.0,101.0
2021-10-03,2021,4,SF,SEA,21.0,28.0,2.5,-107.0,-103.0
2021-10-04,2021,4,LAC,LV,28.0,14.0,3.0,-109.0,-101.0
2021-10-07,2021,5,SEA,LA,17.0,26.0,-2.5,105.0,-116.0
2021-10-10,2021,5,ARI,SF,17.0,10.0,6.0,-100.0,-110.0
2021-10-10,2021,5,ATL,NYJ,27.0,20.0,3.0,-103.0,-107.0
2021-10-10,2021,5,CAR,PHI,18.0,21.0,2.5,-114.0,104.0
2021-10-10,2021,5,CIN,GB,22.0,25.0,-2.0,-106.0,-104.0
2021-10-10,2021,5,DAL,NYG,44.0,20.0,7.5,102.0,-112.0
2021-10-10,2021,5,HOU,NE,22.0,25.0,-8.0,-112.0,102.0
2021-10-10,2021,5,JAX,TEN,19.0,37.0,-4.0,-110.0,-100.0
2021-10-10,2021,5,KC,BUF,20.0,38.0,2.5,-109.0,-101.0
2021-10-10,2021,5,LAC,CLE,47.0,42.0,2.5,-104.0,-106.0
2021-10-10,2021,5,LV,CHI,9.0,20.0,5.5,-108.0,-102.0
2021-10-10,2021,5,MIN,DET,19.0,17.0,10.0,-100.0,-110.0
2021-10-10,2021,5,PIT,DEN,27.0,19.0,-2.0,-104.0,-106.0
2021-10-10,2021,5,TB,MIA,45.0,17.0,11.0,-110.0,-100.0
2021-10-10,2021,5,WAS,NO,22.0,33.0,-2.5,-104.0,-106.0
2021-10-11,2021,5,BAL,IND,31.0,25.0,7.5,-105.0,-105.0
2021-10-14,2021,6,PHI,TB,22.0,28.0,-7.0,-114.0,103.0
2021-10-17,2021,6,BAL,LAC,34.0,6.0,3.0,-116.0,106.0
2021-10-17,2021,6,CAR,MIN,28.0,34.0,-2.5,-100.0,-110.0
2021-10-17,2021,6,CHI,GB,14.0,24.0,-5.5,-104.0,-106.0
2021-10-17,2021,6,CLE,ARI,14.0,37.0,3.0,106.0,-117.0
2021-10-17,2021,6,DEN,LV,24.0,34.0,5.0,101.0,-111.0
2021-10-17,2021,6,DET,CIN,11.0,34.0,-3.5,-100.0,-110.0
2021-10-17,2021,6,IND,HOU,31.0,3.0,10.5,106.0,-117.0
2021-10-17,2021,6,JAX,MIA,23.0,20.0,-2.5,-115.0,104.0
2021-10-17,2021,6,NE,DAL,29.0,35.0,-3.5,-102.0,-108.0
2021-10-17,2021,6,NYG,LA,11.0,38.0,-7.5,-118.0,107.0
2021-10-17,2021,6,PIT,SEA,23.0,20.0,5.5,-106.0,-104.0
2021-10-17,2021,6,WAS,KC,13.0,31.0,-6.0,-105.0,-105.0
2021-10-18,2021,6,TEN,BUF,34.0,31.0,-6.0,-108.0,-102.0
2021-10-21,2021,7,CLE,DEN,17.0,14.0,2.0,-103.0,-107.0
2021-10-24,2021,7,ARI,HOU,31.0,5.0,20.5,100.0,-111.0
2021-10-24,2021,7,BAL,CIN,17.0,41.0,6.5,-101.0,-109.0
2021-10-24,2021,7,GB,WAS,24.0,10.0,8.5,-105.0,-105.0
2021-10-24,2021,7,LA,DET,28.0,19.0,17.0,105.0,-116.0
2021-10-24,2021,7,LV,PHI,33.0,22.0,1.0,-101.0,-109.0
2021-10-24,2021,7,MIA,ATL,28.0,30.0,-1.5,103.0,-113.0
2021-10-24,2021,7,NE,NYJ,54.0,13.0,7.0,-102.0,-108.0
2021-10-24,2021,7,NYG,CAR,25.0,3.0,-3.0,-107.0,-103.0
2021-10-24,2021,7,SF,IND,18.0,30.0,3.5,106.0,-117.0
2021-10-24,2021,7,TB,CHI,38.0,3.0,12.5,103.0,-114.0
2021-10-24,2021,7,TEN,KC,27.0,3.0,-4.0,-100.0,-110.0
2021-10-25,2021,7,SEA,NO,10.0,13.0,-6.0,-106.0,-104.0
2021-10-28,2021,8,ARI,GB,21.0,24.0,6.5,-106.0,-104.0
2021-10-31,2021,8,ATL,CAR,13.0,19.0,2.5,-101.0,-109.0
2021-10-31,2021,8,BUF,MIA,26.0,11.0,15.0,-102.0,-108.0
2021-10-31,2021,8,CHI,SF,22.0,33.0,-4.5,-107.0,-103.0
2021-10-31,2021,8,CLE,PIT,10.0,15.0,5.5,-102.0,-108.0
2021-10-31,2021,8,DEN,WAS,17.0,10.0,4.0,-102.0,-108.0
2021-10-31,2021,8,DET,PHI,6.0,44.0,-3.0,105.0,-116.0
2021-10-31,2021,8,HOU,LA,22.0,38.0,-17.0,-118.0,107.0
2021-10-31,2021,8,IND,TEN,31.0,34.0,3.0,-108.0,-102.0
2021-10-31,2021,8,LAC,NE,24.0,27.0,3.5,-109.0,-101.0
2021-10-31,2021,8,MIN,DAL,16.0,20.0,4.5,-101.0,-109.0
2021-10-31,2021,8,NO,TB,36.0,27.0,-4.0,-109.0,-101.0
2021-10-31,2021,8,NYJ,CIN,34.0,31.0,-11.5,-105.0,-105.0
2021-10-31,2021,8,SEA,JAX,31.0,7.0,4.0,-105.0,-105.0
2021-11-01,2021,8,KC,NYG,20.0,17.0,10.5,-103.0,-107.0
2021-11-04,2021,9,IND,NYJ,45.0,30.0,10.5,-102.0,-108.0
2021-11-07,2021,9,BAL,MIN,34.0,31.0,7.5,106.0,-117.0
2021-11-07,2021,9,CAR,NE,6.0,24.0,-3.5,-109.0,-101.0
2021-11-07,2021,9,CIN,CLE,16.0,41.0,2.5,-105.0,-105.0
2021-11-07,2021,9,DAL,DEN,16.0,30.0,10.5,-103.0,-107.0
2021-11-07,2021,9,JAX,BUF,9.0,6.0,-14.5,109.0,-120.0
2021-11-07,2021,9,KC,GB,13.0,7.0,7.0,-104.0,-107.0
2021-11-07,2021,9,LA,TEN,16.0,28.0,7.0,-114.0,103.0
2021-11-07,2021,9,MIA,HOU,17.0,9.0,4.0,101.0,-112.0
2021-11-07,2021,9,NO,ATL,25.0,27.0,7.0,106.0,-117.0
2021-11-07,2021,9,NYG,LV,23.0,16.0,-3.0,-108.0,-102.0
2021-11-07,2021,9,PHI,LAC,24.0,27.0,-1.0,-110.0,-101.0
2021-11-07,2021,9,SF,ARI,17.0,31.0,5.5,-105.0,-105.0
2021-11-08,2021,9,PIT,CHI,29.0,27.0,7.0,-101.0,-109.0
2021-11-11,2021,10,MIA,BAL,22.0,10.0,-8.5,-104.0,-106.0
2021-11-14,2021,10,ARI,CAR,10.0,34.0,7.0,-107.0,-103.0
2021-11-14,2021,10,DAL,ATL,43.0,3.0,8.0,-105.0,-105.0
2021-11-14,2021,10,DEN,PHI,13.0,30.0,1.0,-102.0,-108.0
2021-11-14,2021,10,GB,SEA,17.0,0.0,3.0,-115.0,104.0
2021-11-14,2021,10,IND,JAX,23.0,17.0,10.5,104.0,-115.0
2021-11-14,2021,10,LAC,MIN,20.0,27.0,3.0,-123.0,111.0
2021-11-14,2021,10,LV,KC,14.0,41.0,-2.5,111.0,-123.0
2021-11-14,2021,10,NE,CLE,45.0,7.0,2.5,-106.0,-104.0
2021-11-14,2021,10,NYJ,BUF,17.0,45.0,-13.0,-111.0,101.0
2021-11-14,2021,10,PIT,DET,16.0,16.0,9.0,110.0,-121.0
2021-11-14,2021,10,TEN,NO,23.0,21.0,3.0,103.0,-114.0
2021-11-14,2021,10,WAS,TB,29.0,19.0,-10.0,-117.0,106.0
2021-11-15,2021,10,SF,LA,31.0,10.0,-3.5,-110.0,-100.0
2021-11-18,2021,11,ATL,NE,0.0,25.0,-7.0,101.0,-111.0
2021-11-21,2021,11,BUF,IND,15.0,41.0,7.5,105.0,-116.0
2021-11-21,2021,11,CAR,WAS,21.0,27.0,3.5,103.0,-114.0
2021-11-21,2021,11,CHI,BAL,13.0,16.0,-5.0,-107.0,-103.0
2021-11-21,2021,11,CLE,DET,13.0,10.0,13.0,-104.0,-106.0
2021-11-21,2021,11,JAX,SF,10.0,30.0,-6.5,-104.0,-106.0
2021-11-21,2021,11,KC,DAL,19.0,9.0,2.5,-110.0,-101.0
2021-11-21,2021,11,LAC,PIT,41.0,37.0,5.5,-114.0,103.0
2021-11-21,2021,11,LV,CIN,13.0,32.0,-1.0,105.0,-115.0
2021-11-21,2021,11,MIN,GB,34.0,31.0,-1.0,-105.0,-105.0
2021-11-21,2021,11,NYJ,MIA,17.0,24.0,-3.5,-107.0,-103.0
2021-11-21,2021,11,PHI,NO,40.0,29.0,2.5,-117.0,106.0
2021-11-21,2021,11,SEA,ARI,13.0,23.0,2.5,-122.0,111.0
2021-11-21,2021,11,TEN,HOU,13.0,22.0,10.5,-100.0,-110.0
2021-11-22,2021,11,TB,NYG,30.0,10.0,11.5,102.0,-113.0
2021-11-25,2021,12,DAL,LV,33.0,36.0,7.0,-105.0,-106.0
2021-11-25,2021,12,DET,CHI,14.0,16.0,-2.0,-104.0,-107.0
2021-11-25,2021,12,NO,BUF,6.0,31.0,-7.0,-112.0,100.0
2021-11-28,2021,12,BAL,CLE,16.0,10.0,3.0,-102.0,-110.0
2021-11-28,2021,12,CIN,PIT,41.0,10.0,3.5,-100.0,-111.0
2021-11-28,2021,12,DEN,LAC,28.0,13.0,-2.5,103.0,-114.0
2021-11-28,2021,12,GB,LA,36.0,28.0,-2.0,-110.0,-100.0
2021-11-28,2021,12,HOU,NYJ,14.0,21.0,3.0,111.0,-124.0
2021-11-28,2021,12,IND,TB,31.0,38.0,-3.0,-112.0,101.0
2021-11-28,2021,12,JAX,ATL,14.0,21.0,-1.5,-108.0,-102.0
2021-11-28,2021,12,MIA,CAR,33.0,10.0,-1.0,-101.0,-110.0
2021-11-28,2021,12,NE,TEN,36.0,13.0,7.5,106.0,-118.0
2021-11-28,2021,12,NYG,PHI,13.0,7.0,-4.0,-110.0,100.0
2021-11-28,2021,12,SF,MIN,34.0,26.0,3.5,-102.0,-108.0
2021-11-29,2021,12,WAS,SEA,17.0,15.0,-1.0,108.0,-121.0
2021-12-02,2021,13,NO,DAL,17.0,27.0,-6.0,100.0,-110.0
2021-12-05,2021,13,ATL,TB,17.0,30.0,-11.0,-108.0,-103.0
2021-12-05,2021,13,CHI,ARI,22.0,33.0,-7.5,104.0,-116.0
2021-12-05,2021,13,CIN,LAC,22.0,41.0,2.5,-116.0,104.0
2021-12-05,2021,13,DET,MIN,29.0,27.0,-7.0,-107.0,-104.0
2021-12-05,2021,13,HOU,IND,0.0,31.0,-10.0,-106.0,-105.0
2021-12-05,2021,13,KC,DEN,22.0,9.0,8.5,-105.0,-106.0
2021-12-05,2021,13,LA,JAX,37.0,7.0,14.0,-108.0,-103.0
2021-12-05,2021,13,LV,WAS,15.0,17.0,1.0,-121.0,108.0
2021-12-05,2021,13,MIA,NYG,20.0,9.0,6.5,-120.0,108.0
2021-12-05,2021,13,NYJ,PHI,18.0,33.0,-5.0,-113.0,102.0
2021-12-05,2021,13,PIT,BAL,20.0,19.0,-4.0,-107.0,-104.0
2021-12-05,2021,13,SEA,SF,30.0,23.0,-3.0,-120.0,108.0
2021-12-06,2021,13,BUF,NE,10.0,14.0,3.0,104.0,-116.0
2021-12-09,2021,14,MIN,PIT,36.0,28.0,3.5,105.0,-117.0
2021-12-12,2021,14,CAR,ATL,21.0,29.0,2.5,-107.0,-104.0
2021-12-12,2021,14,CIN,SF,23.0,26.0,-2.5,-108.0,-103.0
2021-12-12,2021,14,CLE,BAL,24.0,22.0,3.0,-107.0,-104.0
2021-12-12,2021,14,DEN,DET,38.0,10.0,13.0,-102.0,-109.0
2021-12-12,2021,14,GB,CHI,45.0,30.0,11.5,-109.0,-102.0
2021-12-12,2021,14,HOU,SEA,13.0,33.0,-10.0,-116.0,104.0
2021-12-12,2021,14,KC,LV,48.0,9.0,10.0,-103.0,-108.0
2021-12-12,2021,14,LAC,NYG,37.0,21.0,9.5,106.0,-118.0
2021-12-12,2021,14,NYJ,NO,9.0,30.0,-4.5,-114.0,103.0
2021-12-12,2021,14,TB,BUF,33.0,27.0,3.5,-105.0,-106.0
2021-12-12,2021,14,TEN,JAX,20.0,0.0,8.5,-103.0,-108.0
2021-12-12,2021,14,WAS,DAL,20.0,27.0,-6.5,103.0,-115.0
2021-12-13,2021,14,ARI,LA,23.0,30.0,3.0,-116.0,104.0
2021-12-16,2021,15,LAC,KC,28.0,34.0,-3.0,105.0,-117.0
2021-12-18,2021,15,IND,NE,27.0,17.0,-1.0,-110.0,-101.0
2021-12-19,2021,15,BAL,GB,30.0,31.0,-9.5,-116.0,104.0
2021-12-19,2021,15,BUF,CAR,31.0,14.0,14.0,-114.0,102.0
2021-12-19,2021,15,DEN,CIN,10.0,15.0,3.0,-101.0,-110.0
2021-12-19,2021,15,DET,ARI,30.0,12.0,-13.0,-109.0,-102.0
2021-12-19,2021,15,JAX,HOU,16.0,30.0,6.0,-101.0,-111.0
2021-12-19,2021,15,MIA,NYJ,31.0,24.0,10.5,102.0,-114.0
2021-12-19,2021,15,NYG,DAL,6.0,21.0,-11.5,108.0,-120.0
2021-12-19,2021,15,PIT,TEN,19.0,13.0,1.0,-114.0,102.0
2021-12-19,2021,15,SF,ATL,31.0,13.0,9.5,102.0,-114.0
2021-12-19,2021,15,TB,NO,0.0,9.0,11.5,-110.0,-101.0
2021-12-20,2021,15,CHI,MIN,9.0,17.0,-7.0,102.0,-114.0
2021-12-20,2021,15,CLE,LV,14.0,16.0,-3.0,-109.0,-102.0
2021-12-21,2021,15,LA,SEA,20.0,10.0,7.5,108.0,-120.0
2021-12-21,2021,15,PHI,WAS,27.0,17.0,10.0,-110.0,-101.0
2021-12-23,2021,16,TEN,SF,20.0,17.0,-3.5,-120.0,108.0
2021-12-25,2021,16,ARI,IND,16.0,22.0,3.0,-114.0,102.0
2021-12-25,2021,16,GB,CLE,24.0,22.0,7.5,-112.0,101.0
