league,season,week,date,event,side,close_spread,home_spread_odds,away_spread_odds,model_p,breakeven_p,EV,tier,y,profit_USD,model_edge_pts
NFL,2017,9,2017-11-05,LA@NYG,away,-5.5,102.0,-113.0,0.6592612417433361,0.5305164319248826,24.2678269834784,Green,1,88.5,-5.5
NFL,2017,9,2017-11-05,DEN@PHI,home,7.0,103.0,-114.0,0.6992999160803341,0.49261083743842365,41.957882964307835,Green,1,103.0,7.000000000000001
NFL,2017,9,2017-11-05,WAS@SEA,home,8.0,-105.0,-105.0,0.7247512921135721,0.5121951219512195,41.49906179360217,Green,0,-100.0,7.999999999999999
NFL,2017,9,2017-11-05,ARI@SF,away,-2.5,-108.0,-102.0,0.5739999930772464,0.504950495049505,13.674508432944865,Green,1,98.04,-2.5
NFL,2017,9,2017-11-05,BAL@TEN,home,3.0,-118.0,107.0,0.5885748930607881,0.5412844036697247,8.736717531569333,Green,0,0.0,3.0000000000000004
NFL,2017,9,2017-11-06,DET@GB,away,-2.5,-102.0,-108.0,0.5739999930772464,0.5192307692307693,10.548146814877079,Green,1,92.59,-2.5
NFL,2017,10,2017-11-09,SEA@ARI,away,-6.0,-109.0,-101.0,0.6728372237476172,0.5024875621890548,33.901269280466394,Green,0,0.0,-5.999999999999999
NFL,2017,10,2017-11-12,DAL@ATL,home,3.5,-105.0,-105.0,0.6030285590722003,0.5121951219512195,17.73414724742959,Green,1,95.24,3.4999999999999982
NFL,2017,10,2017-11-12,NO@BUF,away,-2.0,-103.0,-107.0,0.5593232883596602,0.5169082125603864,8.205533355560423,Green,1,93.46,-2.0000000000000004
NFL,2017,10,2017-11-12,GB@CHI,home,4.5,-115.0,104.0,0.6314970340004694,0.5348837209302325,18.062488965305146,Green,0,-100.0,4.5
NFL,2017,10,2017-11-12,NE@DEN,away,-7.0,-123.0,111.0,0.6992999160803341,0.47393364928909953,47.55228229295051,Green,1,111.0,-7.000000000000001
NFL,2017,10,2017-11-12,CLE@DET,home,10.5,108.0,-119.0,0.7833573157367203,0.4807692307692308,62.93832167323783,Green,1,108.0,10.5
NFL,2017,10,2017-11-12,PIT@IND,away,-10.5,-100.0,-110.0,0.7833573157367203,0.5238095238095238,49.550033004282966,Green,0,-100.0,-10.5
NFL,2017,10,2017-11-12,LAC@JAX,home,5.0,-108.0,-102.0,0.6454757648289114,0.5192307692307693,24.31385100408665,Green,0,-100.0,5.000000000000001
NFL,2017,10,2017-11-12,HOU@LA,home,12.0,-109.0,-101.0,0.814746048290895,0.5215311004784688,56.22194870898814,Green,1,91.74,11.999999999999996
NFL,2017,10,2017-11-12,NYG@SF,away,-3.0,102.0,-113.0,0.5885748930607881,0.5305164319248826,10.943763028272457,Green,0,-100.0,-3.0000000000000004
NFL,2017,10,2017-11-12,NYJ@TB,home,1.0,-117.0,106.0,0.5297442009973109,0.5391705069124424,-1.7482977637466146,Red,1,85.47,0.9999999999999987
NFL,2017,10,2017-11-12,CIN@TEN,home,4.5,-110.0,-100.0,0.6314970340004694,0.5238095238095238,20.55852467281689,Green,0,-100.0,4.5
NFL,2017,10,2017-11-12,MIN@WAS,away,-1.0,-114.0,103.0,0.529744200997311,0.49261083743842365,7.538072802454132,Green,1,103.0,-1.0000000000000024
NFL,2017,10,2017-11-13,MIA@CAR,home,8.0,-100.0,-110.0,0.7247512921135721,0.5,44.95025842271443,Green,1,100.0,7.999999999999999
NFL,2017,11,2017-11-16,TEN@PIT,home,7.0,102.0,-113.0,0.6992999160803341,0.49504950495049505,41.25858304822751,Green,1,102.0,7.000000000000001
NFL,2017,11,2017-11-19,DET@CHI,away,-3.0,-107.0,-103.0,0.5885748930607881,0.5073891625615764,16.00068280712621,Green,0,0.0,-3.0000000000000004
NFL,2017,11,2017-11-19,JAX@CLE,away,-7.5,-113.0,102.0,0.7121584679299363,0.49504950495049505,43.85601052184713,Green,1,102.0,-7.500000000000003
NFL,2017,11,2017-11-19,PHI@DAL,away,-6.0,-110.0,-100.0,0.6728372237476172,0.5,34.567444749523446,Green,1,100.0,-5.999999999999999
NFL,2017,11,2017-11-19,CIN@DEN,home,2.5,-128.0,116.0,0.5739999930772464,0.5614035087719298,2.243748766884507,Green,0,-100.0,2.5
NFL,2017,11,2017-11-19,BAL@GB,away,-2.5,-102.0,-108.0,0.5739999930772464,0.5192307692307693,10.548146814877079,Green,1,92.59,-2.5
NFL,2017,11,2017-11-19,ARI@HOU,home,2.5,-103.0,-107.0,0.5739999930772464,0.5073891625615764,13.128153975418455,Green,1,97.09,2.5
NFL,2017,11,2017-11-19,BUF@LAC,home,7.0,-101.0,-109.0,0.6992999160803341,0.5024875621890548,39.16760706153184,Green,1,99.01,7.000000000000001
NFL,2017,11,2017-11-19,TB@MIA,away,-1.0,102.0,-113.0,0.529744200997311,0.5305164319248826,-0.14556211289624144,Red,1,88.5,-1.0000000000000024
NFL,2017,11,2017-11-19,LA@MIN,home,1.0,-107.0,-103.0,0.5297442009973109,0.5169082125603864,2.483223931255474,Green,1,93.46,0.9999999999999987
NFL,2017,11,2017-11-19,WAS@NO,home,9.5,102.0,-113.0,0.7608238682088728,0.49504950495049505,53.68642137819231,Green,0,-100.0,9.500000000000002
NFL,2017,11,2017-11-19,KC@NYG,away,-10.0,-119.0,108.0,0.7722474293659675,0.4807692307692308,60.627465308121245,Green,0,-100.0,-9.999999999999998
NFL,2017,11,2017-11-19,NE@OAK,away,-7.0,-109.0,-101.0,0.6992999160803341,0.5024875621890548,39.16760706153184,Green,1,99.01,-7.000000000000001
NFL,2017,11,2017-11-20,ATL@SEA,home,1.0,-106.0,-104.0,0.5297442009973109,0.5145631067961165,2.9502881183453287,Green,0,-100.0,0.9999999999999987
NFL,2017,12,2017-11-23,LAC@DAL,away,-1.0,-100.0,-110.0,0.529744200997311,0.5238095238095238,1.1329838267593706,Yellow,1,90.91,-1.0000000000000024
NFL,2017,12,2017-11-23,MIN@DET,away,-2.5,100.0,-110.0,0.5739999930772464,0.5238095238095238,9.581816860201576,Green,1,90.91,-2.5
NFL,2017,12,2017-11-23,NYG@WAS,home,7.0,-108.0,-102.0,0.6992999160803341,0.5192307692307693,34.67998383769398,Green,1,92.59,7.000000000000001
NFL,2017,12,2017-11-26,JAX@ARI,away,-6.5,-110.0,100.0,0.6861882951103464,0.5,37.23765902206928,Green,0,-100.0,-6.5000000000000036
NFL,2017,12,2017-11-26,TB@ATL,home,10.5,106.0,-117.0,0.7833573157367203,0.4854368932038835,61.371607041764385,Green,1,106.0,10.5
NFL,2017,12,2017-11-26,CLE@CIN,home,7.5,102.0,-113.0,0.7121584679299363,0.49504950495049505,43.85601052184713,Green,1,102.0,7.500000000000003
NFL,2017,12,2017-11-26,TEN@IND,away,-3.0,111.0,-123.0,0.5885748930607881,0.5515695067264574,6.7091066280941085,Green,1,81.3,-3.0000000000000004
NFL,2017,12,2017-11-26,BUF@KC,home,8.5,104.0,-115.0,0.7370667233812597,0.49019607843137253,50.361611569776976,Green,0,-100.0,8.5
NFL,2017,12,2017-11-26,NO@LA,home,2.5,-118.0,107.0,0.5739999930772464,0.5412844036697247,6.0440665176607675,Green,1,84.75,2.5
NFL,2017,12,2017-11-26,MIA@NE,home,17.0,113.0,-125.0,0.8977182368466627,0.4694835680751174,91.21398444833915,Green,1,113.0,16.99999999999999
NFL,2017,12,2017-11-26,CAR@NYJ,away,-5.5,-100.0,-110.0,0.6592612417433361,0.5238095238095238,25.85896433281871,Green,1,90.91,-5.5
NFL,2017,12,2017-11-26,DEN@OAK,home,3.5,-111.0,101.0,0.6030285590722003,0.5260663507109005,14.629753120931777,Green,1,90.09,3.4999999999999982
NFL,2017,12,2017-11-26,CHI@PHI,home,14.0,111.0,-123.0,0.851936772774599,0.47393364928909953,79.75865905544039,Green,1,111.0,13.999999999999988
NFL,2017,12,2017-11-26,GB@PIT,home,14.0,-106.0,-104.0,0.851936772774599,0.5145631067961165,65.56507093544094,Green,0,-100.0,13.999999999999988
NFL,2017,12,2017-11-26,SEA@SF,away,-7.0,-117.0,106.0,0.6992999160803341,0.4854368932038835,44.05578271254884,Green,1,106.0,-7.000000000000001
NFL,2017,12,2017-11-27,HOU@BAL,home,7.5,-107.0,-103.0,0.7121584679299363,0.5169082125603864,37.77271295466992,Green,0,-100.0,7.500000000000003
NFL,2017,13,2017-11-30,WAS@DAL,away,-1.5,-103.0,-107.0,0.5445646281011292,0.5169082125603864,5.350353286853959,Green,0,-100.0,-1.5000000000000022
NFL,2017,13,2017-12-03,LA@ARI,away,-7.5,-117.0,106.0,0.7121584679299363,0.4854368932038835,46.70464439356689,Green,1,106.0,-7.500000000000003
NFL,2017,13,2017-12-03,MIN@ATL,home,2.0,100.0,-110.0,0.5593232883596602,0.5,11.864657671932033,Green,0,-100.0,2.0000000000000004
NFL,2017,13,2017-12-03,DET@BAL,home,2.5,-104.0,-106.0,0.5739999930772464,0.5098039215686274,12.592306334382942,Green,1,96.15,2.5
NFL,2017,13,2017-12-03,NE@BUF,away,-7.5,-115.0,104.0,0.7121584679299363,0.49019607843137253,45.28032745770702,Green,1,104.0,-7.500000000000003
NFL,2017,13,2017-12-03,SF@CHI,home,2.5,-114.0,103.0,0.5739999930772464,0.5327102803738317,7.750875893447995,Green,0,-100.0,2.5
NFL,2017,13,2017-12-03,TB@GB,home,3.0,-115.0,104.0,0.5885748930607881,0.5348837209302325,10.037914789625614,Green,1,86.96,3.0000000000000004
NFL,2017,13,2017-12-03,IND@JAX,home,10.0,103.0,-114.0,0.7722474293659675,0.49261083743842365,56.7662281612914,Green,1,103.0,9.999999999999998
NFL,2017,13,2017-12-03,CLE@LAC,home,13.5,106.0,-117.0,0.8431437599271197,0.4854368932038835,73.68761454498666,Green,0,-100.0,13.5
NFL,2017,13,2017-12-03,DEN@MIA,away,-1.0,100.0,-110.0,0.529744200997311,0.5238095238095238,1.1329838267593706,Yellow,0,-100.0,-1.0000000000000024
NFL,2017,13,2017-12-03,CAR@NO,home,5.5,-108.0,-102.0,0.6592612417433361,0.5192307692307693,26.968831743161026,Green,1,92.59,5.5
NFL,2017,13,2017-12-03,KC@NYJ,away,-3.5,-102.0,-108.0,0.6030285590722003,0.5192307692307693,16.13883359909043,Green,0,-100.0,-3.4999999999999982
NFL,2017,13,2017-12-03,NYG@OAK,home,10.0,-103.0,-107.0,0.7722474293659675,0.5073891625615764,52.20022151581689,Green,0,-100.0,9.999999999999998
NFL,2017,13,2017-12-03,PHI@SEA,away,-3.5,-100.0,-110.0,0.6030285590722003,0.5238095238095238,15.123634004692788,Green,0,-100.0,-3.4999999999999982
NFL,2017,13,2017-12-03,HOU@TEN,home,7.0,-102.0,-108.0,0.6992999160803341,0.504950495049505,38.48880691002695,Green,1,98.04,7.000000000000001
NFL,2017,13,2017-12-04,PIT@CIN,away,-4.5,-108.0,-102.0,0.6314970340004694,0.504950495049505,25.06117732166159,Green,0,-100.0,-4.5
NFL,2017,14,2017-12-07,NO@ATL,home,2.5,-105.0,-105.0,0.5739999930772464,0.5121951219512195,12.066665315081426,Green,1,95.24,2.5
NFL,2017,14,2017-12-10,TEN@ARI,away,-2.5,104.0,-115.0,0.5739999930772464,0.5348837209302325,7.313042184006929,Green,0,-100.0,-2.5
NFL,2017,14,2017-12-10,IND@BUF,home,3.5,104.0,-115.0,0.6030285590722003,0.49019607843137253,23.017826050728864,Green,1,104.0,3.4999999999999982
NFL,2017,14,2017-12-10,MIN@CAR,away,-2.5,-108.0,-102.0,0.5739999930772464,0.504950495049505,13.674508432944865,Green,0,-100.0,-2.5
NFL,2017,14,2017-12-10,CHI@CIN,home,6.0,-109.0,-101.0,0.6728372237476172,0.5215311004784688,29.011908039680733,Green,0,-100.0,5.999999999999999
NFL,2017,14,2017-12-10,GB@CLE,away,-2.5,-104.0,-106.0,0.5739999930772464,0.5145631067961165,11.55094205086109,Green,1,94.34,-2.5
NFL,2017,14,2017-12-10,NYJ@DEN,away,-1.0,-111.0,101.0,0.529744200997311,0.4975124378109453,6.478584400459509,Green,0,-100.0,-1.0000000000000024
NFL,2017,14,2017-12-10,SF@HOU,home,1.0,-115.0,104.0,0.5297442009973109,0.5348837209302325,-0.9608667700679641,Red,0,-100.0,0.9999999999999987
NFL,2017,14,2017-12-10,SEA@JAX,home,3.0,113.0,-125.0,0.5885748930607881,0.4694835680751174,25.366452221947867,Green,1,113.0,3.0000000000000004
NFL,2017,14,2017-12-10,OAK@KC,home,4.5,102.0,-113.0,0.6314970340004694,0.49504950495049505,27.562400868094826,Green,1,102.0,4.5
NFL,2017,14,2017-12-10,PHI@LA,away,-1.0,-102.0,-108.0,0.529744200997311,0.5192307692307693,2.0248090809636023,Green,1,92.59,-1.0000000000000024
NFL,2017,14,2017-12-10,WAS@LAC,home,6.0,-108.0,-102.0,0.6728372237476172,0.5192307692307693,29.583465314355916,Green,1,92.59,5.999999999999999
NFL,2017,14,2017-12-10,DAL@NYG,away,-4.0,-109.0,-101.0,0.6173420593950878,0.5024875621890548,22.85718211724025,Green,1,99.01,-4.000000000000001
NFL,2017,14,2017-12-10,BAL@PIT,home,6.0,-100.0,-110.0,0.6728372237476172,0.5,34.567444749523446,Green,0,-100.0,5.999999999999999
NFL,2017,14,2017-12-10,DET@TB,away,-0.0,-108.0,-102.0,0.5,0.504950495049505,-0.9803921568627472,Red,1,98.04,-0.0
NFL,2017,14,2017-12-11,NE@MIA,away,-10.0,-106.0,-104.0,0.7722474293659675,0.5098039215686274,51.47930345255516,Green,0,-100.0,-9.999999999999998
NFL,2017,15,2017-12-14,DEN@IND,away,-3.0,-115.0,104.0,0.5885748930607881,0.49019607843137253,20.069278184400787,Green,1,104.0,-3.0000000000000004
NFL,2017,15,2017-12-16,CHI@DET,home,5.0,-109.0,-101.0,0.6454757648289114,0.5215311004784688,23.765536558938074,Green,1,91.74,5.000000000000001
NFL,2017,15,2017-12-16,LAC@KC,home,1.0,-106.0,-104.0,0.5297442009973109,0.5145631067961165,2.9502881183453287,Green,1,94.34,0.9999999999999987
NFL,2017,15,2017-12-17,MIA@BUF,home,3.5,-103.0,-107.0,0.6030285590722003,0.5073891625615764,18.849317953064727,Green,1,97.09,3.4999999999999982
NFL,2017,15,2017-12-17,GB@CAR,home,3.0,-100.0,-110.0,0.5885748930607881,0.5,17.71497861215763,Green,1,100.0,3.0000000000000004
NFL,2017,15,2017-12-17,BAL@CLE,away,-6.5,-108.0,-102.0,0.6861882951103464,0.504950495049505,35.89219177675488,Green,1,98.04,-6.5000000000000036
NFL,2017,15,2017-12-17,HOU@JAX,home,10.5,102.0,-113.0,0.7833573157367203,0.49504950495049505,58.2381777788175,Green,1,102.0,10.5
NFL,2017,15,2017-12-17,CIN@MIN,home,12.5,-110.0,-100.0,0.8245476284099122,0.5238095238095238,57.413638150983246,Green,1,90.91,12.499999999999996
NFL,2017,15,2017-12-17,NYJ@NO,home,16.5,102.0,-113.0,0.8909027500988551,0.49504950495049505,79.96235551996872,Green,0,-100.0,16.499999999999996
NFL,2017,15,2017-12-17,PHI@NYG,away,-7.5,-119.0,108.0,0.7121584679299363,0.4807692307692308,48.12896132942676,Green,0,-100.0,-7.500000000000003
NFL,2017,15,2017-12-17,DAL@OAK,away,-3.0,-115.0,104.0,0.5885748930607881,0.49019607843137253,20.069278184400787,Green,0,0.0,-3.0000000000000004
NFL,2017,15,2017-12-17,NE@PIT,away,-2.5,102.0,-113.0,0.5739999930772464,0.5305164319248826,8.196458872082724,Green,1,88.5,-2.5
NFL,2017,15,2017-12-17,LA@SEA,away,-1.0,-110.0,-100.0,0.529744200997311,0.5,5.948840199462202,Green,1,100.0,-1.0000000000000024
NFL,2017,15,2017-12-17,TEN@SF,home,2.5,102.0,-113.0,0.5739999930772464,0.49504950495049505,15.947998601603764,Green,0,-100.0,2.5
NFL,2017,15,2017-12-17,ARI@WAS,home,4.0,-110.0,-100.0,0.6173420593950878,0.5238095238095238,17.856211339062213,Green,1,90.91,4.000000000000001
NFL,2017,15,2017-12-18,ATL@TB,away,-7.0,-105.0,-105.0,0.6992999160803341,0.5121951219512195,36.52998361568428,Green,0,-100.0,-7.000000000000001
NFL,2017,16,2017-12-23,IND@BAL,home,13.5,-102.0,-108.0,0.8431437599271197,0.504950495049505,66.9755289267433,Green,0,-100.0,13.5
NFL,2017,16,2017-12-23,MIN@GB,away,-8.5,-110.0,-100.0,0.7370667233812597,0.5,47.41334467625193,Green,1,100.0,-8.5
NFL,2017,16,2017-12-24,NYG@ARI,home,3.0,-116.0,105.0,0.5885748930607881,0.5370370370370371,9.596704225112273,Green,1,86.21,3.0000000000000004
NFL,2017,16,2017-12-24,TB@CAR,home,10.0,-102.0,-108.0,0.7722474293659675,0.504950495049505,52.935275227377865,Green,0,-100.0,9.999999999999998
NFL,2017,16,2017-12-24,CLE@CHI,home,5.5,-106.0,-104.0,0.6592612417433361,0.5145631067961165,28.12058094257287,Green,1,94.34,5.5
NFL,2017,16,2017-12-24,DET@CIN,away,-3.0,-106.0,-104.0,0.5885748930607881,0.5098039215686274,15.451229023462288,Green,0,-100.0,-3.0000000000000004
NFL,2017,16,2017-12-24,SEA@DAL,home,4.5,-105.0,-105.0,0.6314970340004694,0.5121951219512195,23.29227806675831,Green,0,-100.0,4.5
NFL,2017,16,2017-12-24,MIA@KC,home,11.0,-100.0,-110.0,0.794147109122441,0.5,58.82942182448821,Green,1,100.0,10.999999999999998
NFL,2017,16,2017-12-24,BUF@NE,home,11.0,-107.0,-103.0,0.794147109122441,0.5169082125603864,53.634066904995606,Green,1,93.46,10.999999999999998
NFL,2017,16,2017-12-24,ATL@NO,home,5.5,-108.0,-102.0,0.6592612417433361,0.5192307692307693,26.968831743161026,Green,1,92.59,5.5
NFL,2017,16,2017-12-24,LAC@NYJ,away,-7.5,-117.0,106.0,0.7121584679299363,0.4854368932038835,46.70464439356689,Green,0,-100.0,-7.500000000000003
NFL,2017,16,2017-12-24,JAX@SF,away,-4.0,-108.0,-102.0,0.6173420593950878,0.504950495049505,22.25793725275268,Green,0,-100.0,-4.000000000000001
NFL,2017,16,2017-12-24,LA@TEN,away,-5.5,-105.0,-105.0,0.6592612417433361,0.5121951219512195,28.71290910227038,Green,0,-100.0,-5.5
NFL,2017,16,2017-12-24,DEN@WAS,home,3.0,-110.0,100.0,0.5885748930607881,0.5238095238095238,12.364297766150456,Green,1,90.91,3.0000000000000004
NFL,2017,16,2017-12-25,PIT@HOU,away,-8.0,-107.0,-103.0,0.7247512921135721,0.5073891625615764,42.839332329179754,Green,1,97.09,-7.999999999999999
NFL,2017,16,2017-12-25,OAK@PHI,home,10.0,-103.0,-107.0,0.7722474293659675,0.5073891625615764,52.20022151581689,Green,0,-100.0,9.999999999999998
NFL,2017,17,2017-12-31,CAR@ATL,home,5.0,-110.0,-100.0,0.6454757648289114,0.5238095238095238,23.227191467337637,Green,1,90.91,5.000000000000001
NFL,2017,17,2017-12-31,CIN@BAL,home,8.0,102.0,-113.0,0.7247512921135721,0.49504950495049505,46.399761006941574,Green,0,-100.0,7.999999999999999
NFL,2017,17,2017-12-31,KC@DEN,home,3.0,-112.0,102.0,0.5885748930607881,0.5283018867924528,11.408819043649189,Green,0,-100.0,3.0000000000000004
NFL,2017,17,2017-12-31,GB@DET,home,7.5,103.0,-114.0,0.7121584679299363,0.49261083743842365,44.56816898977707,Green,1,103.0,7.500000000000003
NFL,2017,17,2017-12-31,HOU@IND,home,5.5,-102.0,-108.0,0.6592612417433361,0.504950495049505,30.5595792472097,Green,1,98.04,5.5
NFL,2017,17,2017-12-31,SF@LA,away,-6.5,102.0,-113.0,0.6861882951103464,0.5305164319248826,29.343457396906004,Green,1,88.5,-6.5000000000000036
NFL,2017,17,2017-12-31,OAK@LAC,home,7.0,104.0,-115.0,0.6992999160803341,0.49019607843137253,42.65718288038817,Green,1,104.0,7.000000000000001
NFL,2017,17,2017-12-31,BUF@MIA,away,-2.5,-108.0,-102.0,0.5739999930772464,0.504950495049505,13.674508432944865,Green,1,98.04,-2.5
NFL,2017,17,2017-12-31,CHI@MIN,home,13.5,111.0,-123.0,0.8431437599271197,0.47393364928909953,77.90333334462225,Green,0,-100.0,13.5
NFL,2017,17,2017-12-31,NYJ@NE,home,17.0,109.0,-120.0,0.8977182368466627,0.4784688995215311,87.62311150095252,Green,1,109.0,16.99999999999999
NFL,2017,17,2017-12-31,WAS@NYG,away,-5.0,102.0,-113.0,0.6454757648289114,0.5305164319248826,21.66932558279482,Green,0,-100.0,-5.000000000000001
NFL,2017,17,2017-12-31,DAL@PHI,away,-3.5,102.0,-113.0,0.6030285590722003,0.5305164319248826,13.668215117149263,Green,1,88.5,-3.4999999999999982
NFL,2017,17,2017-12-31,CLE@PIT,home,5.0,102.0,-113.0,0.6454757648289114,0.49504950495049505,30.386104495440115,Green,0,-100.0,5.000000000000001
NFL,2017,17,2017-12-31,ARI@SEA,home,8.0,101.0,-111.0,0.7247512921135721,0.4975124378109453,45.67500971482799,Green,0,-100.0,7.999999999999999
NFL,2017,17,2017-12-31,NO@TB,away,-6.0,-108.0,-102.0,0.6728372237476172,0.504950495049505,33.248156075508504,Green,0,-100.0,-5.999999999999999
NFL,2017,17,2017-12-31,JAX@TEN,home,2.5,-113.0,102.0,0.5739999930772464,0.5305164319248826,8.196458872082724,Green,1,88.5,2.5
NFL,2017,18,2018-01-06,TEN@KC,home,8.5,-105.0,-105.0,0.7370667233812597,0.5121951219512195,43.90350313634117,Green,0,-100.0,8.5
NFL,2017,18,2018-01-06,ATL@LA,home,6.5,102.0,-113.0,0.6861882951103464,0.49504950495049505,38.61003561228997,Green,0,-100.0,6.5000000000000036
NFL,2017,18,2018-01-07,BUF@JAX,home,8.5,-110.0,-100.0,0.7370667233812597,0.5238095238095238,40.712738100058665,Green,0,-100.0,8.5
NFL,2017,18,2018-01-07,CAR@NO,home,6.5,-107.0,-103.0,0.6861882951103464,0.5169082125603864,32.74857671760907,Green,0,-100.0,6.5000000000000036
NFL,2017,19,2018-01-13,TEN@NE,home,13.5,-110.0,-100.0,0.8431437599271197,0.5238095238095238,60.9638087133592,Green,1,90.91,13.5
NFL,2017,19,2018-01-13,ATL@PHI,away,-2.5,-103.0,-107.0,0.5739999930772464,0.5169082125603864,11.044858473822428,Green,0,-100.0,-2.5
NFL,2017,19,2018-01-14,NO@MIN,home,5.5,-108.0,-102.0,0.6592612417433361,0.5192307692307693,26.968831743161026,Green,0,-100.0,5.5
NFL,2017,19,2018-01-14,JAX@PIT,home,7.0,106.0,-117.0,0.6992999160803341,0.4854368932038835,44.05578271254884,Green,0,-100.0,7.000000000000001
NFL,2017,20,2018-01-21,JAX@NE,home,7.5,-103.0,-107.0,0.7121584679299363,0.5073891625615764,40.35744562114279,Green,0,-100.0,7.500000000000003
NFL,2017,20,2018-01-21,MIN@PHI,away,-3.0,-115.0,104.0,0.5885748930607881,0.49019607843137253,20.069278184400787,Green,0,-100.0,-3.0000000000000004
NFL,2017,21,2018-02-04,PHI@NE,home,4.5,103.0,-114.0,0.6314970340004694,0.49261083743842365,28.193897902095287,Green,0,-100.0,4.5
NFL,2018,1,2018-09-06,ATL@PHI,home,1.0,101.0,-111.0,0.5297442009973109,0.4975124378109453,6.478584400459486,Green,1,101.0,0.9999999999999987
NFL,2018,1,2018-09-09,WAS@ARI,home,2.0,-106.0,-104.0,0.5593232883596602,0.5145631067961165,8.69867679442452,Green,0,-100.0,2.0000000000000004
NFL,2018,1,2018-09-09,BUF@BAL,home,7.5,-104.0,-106.0,0.7121584679299363,0.5098039215686274,39.69262255548751,Green,1,96.15,7.500000000000003
NFL,2018,1,2018-09-09,DAL@CAR,home,2.5,-121.0,110.0,0.5739999930772464,0.5475113122171946,4.8380152645218555,Green,1,82.64,2.5
NFL,2018,1,2018-09-09,PIT@CLE,away,-3.5,-116.0,105.0,0.6030285590722003,0.4878048780487805,23.620854609801068,Green,0,-100.0,-3.4999999999999982
NFL,2018,1,2018-09-09,SEA@DEN,home,3.0,-120.0,109.0,0.5885748930607881,0.5454545454545454,7.905397061144493,Green,0,0.0,3.0000000000000004
NFL,2018,1,2018-09-09,CHI@GB,home,6.5,-100.0,-110.0,0.6861882951103464,0.5,37.23765902206928,Green,0,-100.0,6.5000000000000036
NFL,2018,1,2018-09-09,CIN@IND,away,-1.0,-113.0,102.0,0.529744200997311,0.49504950495049505,7.008328601456826,Green,1,102.0,-1.0000000000000024
NFL,2018,1,2018-09-09,KC@LAC,home,3.5,-106.0,-104.0,0.6030285590722003,0.5145631067961165,17.192342612144596,Green,0,-100.0,3.4999999999999982
NFL,2018,1,2018-09-09,TEN@MIA,away,-1.0,-103.0,-107.0,0.529744200997311,0.5169082125603864,2.483223931255496,Green,0,-100.0,-1.0000000000000024
NFL,2018,1,2018-09-09,SF@MIN,home,6.0,-108.0,-102.0,0.6728372237476172,0.5192307692307693,29.583465314355916,Green,1,92.59,5.999999999999999
NFL,2018,1,2018-09-09,HOU@NE,home,6.0,-105.0,-105.0,0.6728372237476172,0.5121951219512195,31.363457969772877,Green,1,95.24,5.999999999999999
NFL,2018,1,2018-09-09,TB@NO,home,10.0,-102.0,-108.0,0.7722474293659675,0.504950495049505,52.935275227377865,Green,0,-100.0,9.999999999999998
NFL,2018,1,2018-09-09,JAX@NYG,away,-2.5,106.0,-117.0,0.5739999930772464,0.5391705069124424,6.459827775865351,Green,1,85.47,-2.5
NFL,2018,1,2018-09-10,NYJ@DET,home,7.0,-114.0,103.0,0.6992999160803341,0.5327102803738317,31.272089509817114,Green,0,-100.0,7.000000000000001
NFL,2018,1,2018-09-10,LA@OAK,away,-6.0,-106.0,-104.0,0.6728372237476172,0.5098039215686274,31.979609273571075,Green,1,96.15,-5.999999999999999
NFL,2018,2,2018-09-13,BAL@CIN,home,1.0,-109.0,-101.0,0.5297442009973109,0.5215311004784688,1.5748055123284255,Yellow,1,91.74,0.9999999999999987
NFL,2018,2,2018-09-16,CAR@ATL,home,5.5,-108.0,-102.0,0.6592612417433361,0.5192307692307693,26.968831743161026,Green,1,92.59,5.5
NFL,2018,2,2018-09-16,LAC@BUF,away,-7.5,-115.0,104.0,0.7121584679299363,0.49019607843137253,45.28032745770702,Green,1,104.0,-7.500000000000003
NFL,2018,2,2018-09-16,NYG@DAL,home,3.0,-102.0,-108.0,0.5885748930607881,0.504950495049505,16.560910194391376,Green,1,98.04,3.0000000000000004
NFL,2018,2,2018-09-16,OAK@DEN,home,5.5,-106.0,-104.0,0.6592612417433361,0.5145631067961165,28.12058094257287,Green,0,-100.0,5.5
NFL,2018,2,2018-09-16,MIN@GB,away,-2.0,-110.0,100.0,0.5593232883596602,0.5,11.864657671932033,Green,0,-100.0,-2.0000000000000004
NFL,2018,2,2018-09-16,NE@JAX,away,-2.0,-100.0,-110.0,0.5593232883596602,0.5238095238095238,6.779900505026026,Green,0,-100.0,-2.0000000000000004
NFL,2018,2,2018-09-16,ARI@LA,home,13.5,-100.0,-110.0,0.8431437599271197,0.5,68.62875198542393,Green,1,100.0,13.5
NFL,2018,2,2018-09-16,CLE@NO,home,10.0,-102.0,-108.0,0.7722474293659675,0.504950495049505,52.935275227377865,Green,0,-100.0,9.999999999999998
NFL,2018,2,2018-09-16,MIA@NYJ,home,3.0,-114.0,103.0,0.5885748930607881,0.5327102803738317,10.486865890358477,Green,0,-100.0,3.0000000000000004
NFL,2018,2,2018-09-16,KC@PIT,home,4.5,-102.0,-108.0,0.6314970340004694,0.504950495049505,25.06117732166159,Green,0,-100.0,4.5
NFL,2018,2,2018-09-16,DET@SF,home,6.0,101.0,-111.0,0.6728372237476172,0.4975124378109453,35.24028197327106,Green,0,-100.0,5.999999999999999
NFL,2018,2,2018-09-16,PHI@TB,away,-3.0,-117.0,106.0,0.5885748930607881,0.4854368932038835,21.24642797052236,Green,0,-100.0,-3.0000000000000004
