league,season,week,date,event,side,close_spread,home_spread_odds,away_spread_odds,model_p,breakeven_p,EV,tier,y,profit_USD,model_edge_pts
NFL,2021,2,2021-09-19,BUF@MIA,away,-3.5,-113.0,103.0,0.6030285590722003,0.49261083743842365,22.414797491656667,Green,1,103.0,-3.4999999999999982
NFL,2021,2,2021-09-19,NE@NYJ,away,-5.5,-105.0,-105.0,0.6592612417433361,0.5121951219512195,28.71290910227038,Green,1,95.24,-5.5
NFL,2021,2,2021-09-19,SF@PHI,away,-3.0,-115.0,104.0,0.5885748930607881,0.49019607843137253,20.069278184400787,Green,1,104.0,-3.0000000000000004
NFL,2021,2,2021-09-19,LV@PIT,home,5.5,-102.0,-109.0,0.6592612417433361,0.504950495049505,30.5595792472097,Green,0,-100.0,5.5
NFL,2021,2,2021-09-19,TEN@SEA,home,6.5,-110.0,-100.0,0.6861882951103464,0.5238095238095238,30.999583611975222,Green,0,-100.0,6.5000000000000036
NFL,2021,2,2021-09-19,ATL@TB,home,13.5,-102.0,-108.0,0.8431437599271197,0.504950495049505,66.9755289267433,Green,1,98.04,13.5
NFL,2021,2,2021-09-20,DET@GB,home,11.5,102.0,-112.0,0.8046114540153423,0.49504950495049505,62.53151371109914,Green,1,102.0,11.5
NFL,2021,3,2021-09-23,CAR@HOU,away,-8.0,104.0,-115.0,0.7247512921135721,0.5348837209302325,35.49698069949392,Green,1,86.96,-7.999999999999999
NFL,2021,3,2021-09-26,WAS@BUF,home,7.5,103.0,-114.0,0.7121584679299363,0.49261083743842365,44.56816898977707,Green,1,103.0,7.500000000000003
NFL,2021,3,2021-09-26,CHI@CLE,home,7.5,-108.0,-102.0,0.7121584679299363,0.5192307692307693,37.15644567539515,Green,1,92.59,7.500000000000003
NFL,2021,3,2021-09-26,NYJ@DEN,home,10.5,-101.0,-109.0,0.7833573157367203,0.5024875621890548,55.89586184463443,Green,1,99.01,10.5
NFL,2021,3,2021-09-26,BAL@DET,away,-7.5,-110.0,-100.0,0.7121584679299363,0.5,42.43169358598726,Green,0,-100.0,-7.500000000000003
NFL,2021,3,2021-09-26,ARI@JAX,away,-8.0,-110.0,-101.0,0.7247512921135721,0.5024875621890548,44.23268288596832,Green,1,99.01,-7.999999999999999
NFL,2021,3,2021-09-26,LAC@KC,home,6.5,-110.0,-100.0,0.6861882951103464,0.5238095238095238,30.999583611975222,Green,0,-100.0,6.5000000000000036
NFL,2021,3,2021-09-26,TB@LA,away,-1.0,-110.0,100.0,0.529744200997311,0.5,5.948840199462202,Green,0,-100.0,-1.0000000000000024
NFL,2021,3,2021-09-26,MIA@LV,home,4.0,-103.0,-107.0,0.6173420593950878,0.5073891625615764,21.670328210876534,Green,0,-100.0,4.000000000000001
NFL,2021,3,2021-09-26,SEA@MIN,away,-2.0,-109.0,-101.0,0.5593232883596602,0.5024875621890548,11.310872237912562,Green,0,-100.0,-2.0000000000000004
NFL,2021,3,2021-09-26,NO@NE,home,3.0,106.0,-117.0,0.5885748930607881,0.4854368932038835,21.24642797052236,Green,0,-100.0,3.0000000000000004
NFL,2021,3,2021-09-26,ATL@NYG,home,3.0,105.0,-115.0,0.5885748930607881,0.4878048780487805,20.657853077461574,Green,0,-100.0,3.0000000000000004
NFL,2021,3,2021-09-26,CIN@PIT,home,2.5,-114.0,103.0,0.5739999930772464,0.5327102803738317,7.750875893447995,Green,0,-100.0,2.5
NFL,2021,3,2021-09-26,GB@SF,home,3.5,103.0,-113.0,0.6030285590722003,0.49261083743842365,22.414797491656667,Green,0,-100.0,3.4999999999999982
NFL,2021,3,2021-09-26,IND@TEN,home,4.5,103.0,-113.0,0.6314970340004694,0.49261083743842365,28.193897902095287,Green,1,103.0,4.5
NFL,2021,3,2021-09-27,PHI@DAL,home,3.5,-107.0,-103.0,0.6030285590722003,0.5169082125603864,16.660665166304177,Green,1,93.46,3.4999999999999982
NFL,2021,4,2021-09-30,JAX@CIN,home,7.5,-116.0,105.0,0.7121584679299363,0.5370370370370371,32.608818166264,Green,0,-100.0,7.500000000000003
NFL,2021,4,2021-10-03,WAS@ATL,away,-1.0,100.0,-111.0,0.529744200997311,0.5260663507109005,0.699122892281645,Yellow,1,90.09,-1.0000000000000024
NFL,2021,4,2021-10-03,HOU@BUF,home,19.0,-102.0,-108.0,0.9218915441427886,0.504950495049505,82.57067834984637,Green,1,98.04,18.999999999999996
NFL,2021,4,2021-10-03,DET@CHI,home,3.0,-101.0,-109.0,0.5885748930607881,0.5024875621890548,17.132231193285563,Green,1,99.01,3.0000000000000004
NFL,2021,4,2021-10-03,CAR@DAL,home,4.5,-104.0,-106.0,0.6314970340004694,0.5098039215686274,23.870572053938233,Green,1,96.15,4.5
NFL,2021,4,2021-10-03,BAL@DEN,home,1.0,-111.0,101.0,0.5297442009973109,0.5260663507109005,0.6991228922816228,Yellow,0,-100.0,0.9999999999999987
NFL,2021,4,2021-10-03,PIT@GB,home,6.5,-106.0,-104.0,0.6861882951103464,0.5145631067961165,33.35357433276543,Green,1,94.34,6.5000000000000036
NFL,2021,4,2021-10-03,ARI@LA,home,3.5,-111.0,100.0,0.6030285590722003,0.5260663507109005,14.629753120931777,Green,0,-100.0,3.4999999999999982
NFL,2021,4,2021-10-03,IND@MIA,home,2.5,-113.0,102.0,0.5739999930772464,0.5305164319248826,8.196458872082724,Green,0,-100.0,2.5
NFL,2021,4,2021-10-03,CLE@MIN,away,-1.0,-113.0,102.0,0.529744200997311,0.49504950495049505,7.008328601456826,Green,1,102.0,-1.0000000000000024
NFL,2021,4,2021-10-03,TB@NE,away,-6.0,-105.0,-105.0,0.6728372237476172,0.5121951219512195,31.363457969772877,Green,0,-100.0,-5.999999999999999
NFL,2021,4,2021-10-03,NYG@NO,home,7.5,107.0,-118.0,0.7121584679299363,0.4830917874396135,47.41680286149682,Green,0,-100.0,7.500000000000003
NFL,2021,4,2021-10-03,TEN@NYJ,away,-5.5,-106.0,-104.0,0.6592612417433361,0.5098039215686274,29.316628188115935,Green,0,-100.0,-5.5
NFL,2021,4,2021-10-03,KC@PHI,away,-7.5,-112.0,101.0,0.7121584679299363,0.4975124378109453,43.1438520539172,Green,1,101.0,-7.500000000000003
NFL,2021,4,2021-10-03,SEA@SF,home,2.5,-107.0,-103.0,0.5739999930772464,0.5169082125603864,11.044858473822428,Green,0,-100.0,2.5
NFL,2021,4,2021-10-04,LV@LAC,home,3.0,-109.0,-101.0,0.5885748930607881,0.5215311004784688,12.855185917160295,Green,1,91.74,3.0000000000000004
NFL,2021,5,2021-10-07,LA@SEA,away,-2.5,105.0,-116.0,0.5739999930772464,0.5370370370370371,6.882757331625183,Green,1,86.21,-2.5
NFL,2021,5,2021-10-10,SF@ARI,home,6.0,-100.0,-110.0,0.6728372237476172,0.5,34.567444749523446,Green,1,100.0,5.999999999999999
NFL,2021,5,2021-10-10,NYJ@ATL,home,3.0,-103.0,-107.0,0.5885748930607881,0.5073891625615764,16.00068280712621,Green,1,97.09,3.0000000000000004
NFL,2021,5,2021-10-10,PHI@CAR,home,2.5,-114.0,104.0,0.5739999930772464,0.5327102803738317,7.750875893447995,Green,0,-100.0,2.5
NFL,2021,5,2021-10-10,GB@CIN,away,-2.0,-106.0,-104.0,0.5593232883596602,0.5098039215686274,9.71341425516411,Green,1,96.15,-2.0000000000000004
NFL,2021,5,2021-10-10,NYG@DAL,home,7.5,102.0,-112.0,0.7121584679299363,0.49504950495049505,43.85601052184713,Green,1,102.0,7.500000000000003
NFL,2021,5,2021-10-10,NE@HOU,away,-8.0,-112.0,102.0,0.7247512921135721,0.49504950495049505,46.399761006941574,Green,0,-100.0,-7.999999999999999
NFL,2021,5,2021-10-10,TEN@JAX,away,-4.0,-110.0,-100.0,0.6173420593950878,0.5,23.46841187901756,Green,1,100.0,-4.000000000000001
NFL,2021,5,2021-10-10,BUF@KC,home,2.5,-109.0,-101.0,0.5739999930772464,0.5215311004784688,10.060549131325224,Green,0,-100.0,2.5
NFL,2021,5,2021-10-10,CLE@LAC,home,2.5,-104.0,-106.0,0.5739999930772464,0.5098039215686274,12.592306334382942,Green,1,96.15,2.5
NFL,2021,5,2021-10-10,CHI@LV,home,5.5,-108.0,-102.0,0.6592612417433361,0.5192307692307693,26.968831743161026,Green,0,-100.0,5.5
NFL,2021,5,2021-10-10,DET@MIN,home,10.0,-100.0,-110.0,0.7722474293659675,0.5,54.449485873193495,Green,0,-100.0,9.999999999999998
NFL,2021,5,2021-10-10,DEN@PIT,away,-2.0,-104.0,-106.0,0.5593232883596602,0.5145631067961165,8.69867679442452,Green,0,-100.0,-2.0000000000000004
NFL,2021,5,2021-10-10,MIA@TB,home,11.0,-110.0,-100.0,0.794147109122441,0.5238095238095238,51.60990265064783,Green,1,90.91,10.999999999999998
NFL,2021,5,2021-10-10,NO@WAS,away,-2.5,-104.0,-106.0,0.5739999930772464,0.5145631067961165,11.55094205086109,Green,1,94.34,-2.5
NFL,2021,5,2021-10-11,IND@BAL,home,7.5,-105.0,-105.0,0.7121584679299363,0.5121951219512195,39.040462786320894,Green,0,-100.0,7.500000000000003
NFL,2021,6,2021-10-14,TB@PHI,away,-7.0,-114.0,103.0,0.6992999160803341,0.49261083743842365,41.957882964307835,Green,0,-100.0,-7.000000000000001
NFL,2021,6,2021-10-17,LAC@BAL,home,3.0,-116.0,106.0,0.5885748930607881,0.5370370370370371,9.596704225112273,Green,1,86.21,3.0000000000000004
NFL,2021,6,2021-10-17,MIN@CAR,away,-2.5,-100.0,-110.0,0.5739999930772464,0.5238095238095238,9.581816860201576,Green,1,90.91,-2.5
NFL,2021,6,2021-10-17,GB@CHI,away,-5.5,-104.0,-106.0,0.6592612417433361,0.5145631067961165,28.12058094257287,Green,1,94.34,-5.5
NFL,2021,6,2021-10-17,ARI@CLE,home,3.0,106.0,-117.0,0.5885748930607881,0.4854368932038835,21.24642797052236,Green,0,-100.0,3.0000000000000004
NFL,2021,6,2021-10-17,LV@DEN,home,5.0,101.0,-111.0,0.6454757648289114,0.4975124378109453,29.740628730611196,Green,0,-100.0,5.000000000000001
NFL,2021,6,2021-10-17,CIN@DET,away,-3.5,-100.0,-110.0,0.6030285590722003,0.5238095238095238,15.123634004692788,Green,1,90.91,-3.4999999999999982
NFL,2021,6,2021-10-17,HOU@IND,home,10.5,106.0,-117.0,0.7833573157367203,0.4854368932038835,61.371607041764385,Green,1,106.0,10.5
NFL,2021,6,2021-10-17,MIA@JAX,away,-2.5,-115.0,104.0,0.5739999930772464,0.49019607843137253,17.095998587758267,Green,0,-100.0,-2.5
NFL,2021,6,2021-10-17,DAL@NE,away,-3.5,-102.0,-108.0,0.6030285590722003,0.5192307692307693,16.13883359909043,Green,1,92.59,-3.4999999999999982
NFL,2021,6,2021-10-17,LA@NYG,away,-7.5,-118.0,107.0,0.7121584679299363,0.4830917874396135,47.41680286149682,Green,1,107.0,-7.500000000000003
NFL,2021,6,2021-10-17,SEA@PIT,home,5.5,-106.0,-104.0,0.6592612417433361,0.5145631067961165,28.12058094257287,Green,0,-100.0,5.5
NFL,2021,6,2021-10-17,KC@WAS,away,-6.0,-105.0,-105.0,0.6728372237476172,0.5121951219512195,31.363457969772877,Green,1,95.24,-5.999999999999999
NFL,2021,6,2021-10-18,BUF@TEN,away,-6.0,-108.0,-102.0,0.6728372237476172,0.504950495049505,33.248156075508504,Green,0,-100.0,-5.999999999999999
NFL,2021,7,2021-10-21,DEN@CLE,home,2.0,-103.0,-107.0,0.5593232883596602,0.5073891625615764,10.235560715544679,Green,1,97.09,2.0000000000000004
NFL,2021,7,2021-10-24,HOU@ARI,home,20.5,100.0,-111.0,0.936973161368669,0.5,87.3946322737338,Green,1,100.0,20.500000000000007
NFL,2021,7,2021-10-24,CIN@BAL,home,6.5,-101.0,-109.0,0.6861882951103464,0.5024875621890548,36.558264670474884,Green,0,-100.0,6.5000000000000036
NFL,2021,7,2021-10-24,WAS@GB,home,8.5,-105.0,-105.0,0.7370667233812597,0.5121951219512195,43.90350313634117,Green,1,95.24,8.5
NFL,2021,7,2021-10-24,DET@LA,home,17.0,105.0,-116.0,0.8977182368466627,0.4878048780487805,84.03223855356586,Green,0,-100.0,16.99999999999999
NFL,2021,7,2021-10-24,PHI@LV,home,1.0,-101.0,-109.0,0.5297442009973109,0.5024875621890548,5.424340990553955,Green,1,99.01,0.9999999999999987
NFL,2021,7,2021-10-24,ATL@MIA,away,-1.5,103.0,-113.0,0.5445646281011292,0.5305164319248826,2.648022819062401,Green,1,88.5,-1.5000000000000022
NFL,2021,7,2021-10-24,NYJ@NE,home,7.0,-102.0,-108.0,0.6992999160803341,0.504950495049505,38.48880691002695,Green,1,98.04,7.000000000000001
NFL,2021,7,2021-10-24,CAR@NYG,away,-3.0,-107.0,-103.0,0.5885748930607881,0.5073891625615764,16.00068280712621,Green,0,-100.0,-3.0000000000000004
NFL,2021,7,2021-10-24,IND@SF,home,3.5,106.0,-117.0,0.6030285590722003,0.4854368932038835,24.22388316887327,Green,0,-100.0,3.4999999999999982
NFL,2021,7,2021-10-24,CHI@TB,home,12.5,103.0,-114.0,0.8245476284099122,0.49261083743842365,67.3831685672122,Green,1,103.0,12.499999999999996
NFL,2021,7,2021-10-24,KC@TEN,away,-4.0,-100.0,-110.0,0.6173420593950878,0.5238095238095238,17.856211339062213,Green,0,-100.0,-4.000000000000001
NFL,2021,7,2021-10-25,NO@SEA,away,-6.0,-106.0,-104.0,0.6728372237476172,0.5098039215686274,31.979609273571075,Green,0,-100.0,-5.999999999999999
NFL,2021,8,2021-10-28,GB@ARI,home,6.5,-106.0,-104.0,0.6861882951103464,0.5145631067961165,33.35357433276543,Green,0,-100.0,6.5000000000000036
NFL,2021,8,2021-10-31,CAR@ATL,home,2.5,-101.0,-109.0,0.5739999930772464,0.5024875621890548,14.23168179062031,Green,0,-100.0,2.5
NFL,2021,8,2021-10-31,MIA@BUF,home,15.0,-102.0,-108.0,0.8685158709661946,0.504950495049505,72.00020189722677,Green,0,0.0,15.000000000000005
NFL,2021,8,2021-10-31,SF@CHI,away,-4.5,-107.0,-103.0,0.6314970340004694,0.5073891625615764,24.460095050577955,Green,1,97.09,-4.5
NFL,2021,8,2021-10-31,PIT@CLE,home,5.5,-102.0,-108.0,0.6592612417433361,0.504950495049505,30.5595792472097,Green,0,-100.0,5.5
NFL,2021,8,2021-10-31,WAS@DEN,home,4.0,-102.0,-108.0,0.6173420593950878,0.504950495049505,22.25793725275268,Green,1,98.04,4.000000000000001
NFL,2021,8,2021-10-31,PHI@DET,away,-3.0,105.0,-116.0,0.5885748930607881,0.5370370370370371,9.596704225112273,Green,1,86.21,-3.0000000000000004
NFL,2021,8,2021-10-31,LA@HOU,away,-17.0,-118.0,107.0,0.8977182368466627,0.4830917874396135,85.8276750272592,Green,0,-100.0,-16.99999999999999
NFL,2021,8,2021-10-31,TEN@IND,home,3.0,-108.0,-102.0,0.5885748930607881,0.5192307692307693,13.355164589485124,Green,0,-100.0,3.0000000000000004
NFL,2021,8,2021-10-31,NE@LAC,home,3.5,-109.0,-101.0,0.6030285590722003,0.5215311004784688,15.62657692301823,Green,0,-100.0,3.4999999999999982
NFL,2021,8,2021-10-31,DAL@MIN,home,4.5,-101.0,-109.0,0.6314970340004694,0.5024875621890548,25.674162211974604,Green,0,-100.0,4.5
NFL,2021,8,2021-10-31,TB@NO,away,-4.0,-109.0,-101.0,0.6173420593950878,0.5024875621890548,22.85718211724025,Green,0,-100.0,-4.000000000000001
NFL,2021,8,2021-10-31,CIN@NYJ,away,-11.5,-105.0,-105.0,0.8046114540153423,0.5121951219512195,57.090807688709674,Green,0,-100.0,-11.5
NFL,2021,8,2021-10-31,JAX@SEA,home,4.0,-105.0,-105.0,0.6173420593950878,0.5121951219512195,20.528687786659994,Green,1,95.24,4.000000000000001
NFL,2021,8,2021-11-01,NYG@KC,home,10.5,-103.0,-107.0,0.7833573157367203,0.5073891625615764,54.38983989762546,Green,0,-100.0,10.5
NFL,2021,9,2021-11-04,NYJ@IND,home,10.5,-102.0,-108.0,0.7833573157367203,0.504950495049505,55.13546841060539,Green,1,98.04,10.5
NFL,2021,9,2021-11-07,MIN@BAL,home,7.5,106.0,-117.0,0.7121584679299363,0.4854368932038835,46.70464439356689,Green,0,-100.0,7.500000000000003
NFL,2021,9,2021-11-07,NE@CAR,away,-3.5,-109.0,-101.0,0.6030285590722003,0.5024875621890548,20.00865383516066,Green,1,99.01,-3.4999999999999982
NFL,2021,9,2021-11-07,CLE@CIN,home,2.5,-105.0,-105.0,0.5739999930772464,0.5121951219512195,12.066665315081426,Green,0,-100.0,2.5
NFL,2021,9,2021-11-07,DEN@DAL,home,10.5,-103.0,-107.0,0.7833573157367203,0.5073891625615764,54.38983989762546,Green,0,-100.0,10.5
NFL,2021,9,2021-11-07,BUF@JAX,away,-14.5,109.0,-120.0,0.8603936311204372,0.5454545454545454,57.73883237208016,Green,0,-100.0,-14.49999999999999
NFL,2021,9,2021-11-07,GB@KC,home,7.0,-104.0,-107.0,0.6992999160803341,0.5098039215686274,37.17036815421939,Green,0,-100.0,7.000000000000001
NFL,2021,9,2021-11-07,TEN@LA,home,7.0,-114.0,103.0,0.6992999160803341,0.5327102803738317,31.272089509817114,Green,0,-100.0,7.000000000000001
NFL,2021,9,2021-11-07,HOU@MIA,home,4.0,101.0,-112.0,0.6173420593950878,0.4975124378109453,24.085753938412648,Green,1,101.0,4.000000000000001
NFL,2021,9,2021-11-07,ATL@NO,home,7.0,106.0,-117.0,0.6992999160803341,0.4854368932038835,44.05578271254884,Green,0,-100.0,7.000000000000001
NFL,2021,9,2021-11-07,LV@NYG,away,-3.0,-108.0,-102.0,0.5885748930607881,0.504950495049505,16.560910194391376,Green,0,-100.0,-3.0000000000000004
NFL,2021,9,2021-11-07,LAC@PHI,away,-1.0,-110.0,-101.0,0.529744200997311,0.5024875621890548,5.4243409905539774,Green,1,99.01,-1.0000000000000024
NFL,2021,9,2021-11-07,ARI@SF,home,5.5,-105.0,-105.0,0.6592612417433361,0.5121951219512195,28.71290910227038,Green,0,-100.0,5.5
NFL,2021,9,2021-11-08,CHI@PIT,home,7.0,-101.0,-109.0,0.6992999160803341,0.5024875621890548,39.16760706153184,Green,0,-100.0,7.000000000000001
NFL,2021,10,2021-11-11,BAL@MIA,away,-8.5,-104.0,-106.0,0.7370667233812597,0.5145631067961165,43.24126888352783,Green,0,-100.0,-8.5
NFL,2021,10,2021-11-14,CAR@ARI,home,7.0,-107.0,-103.0,0.6992999160803341,0.5169082125603864,35.285123951989874,Green,0,-100.0,7.000000000000001
NFL,2021,10,2021-11-14,ATL@DAL,home,8.0,-105.0,-105.0,0.7247512921135721,0.5121951219512195,41.49906179360217,Green,1,95.24,7.999999999999999
NFL,2021,10,2021-11-14,PHI@DEN,home,1.0,-102.0,-108.0,0.5297442009973109,0.504950495049505,4.910126079859611,Green,0,-100.0,0.9999999999999987
NFL,2021,10,2021-11-14,SEA@GB,home,3.0,-115.0,104.0,0.5885748930607881,0.5348837209302325,10.037914789625614,Green,1,86.96,3.0000000000000004
NFL,2021,10,2021-11-14,JAX@IND,home,10.5,104.0,-115.0,0.7833573157367203,0.49019607843137253,59.80489241029095,Green,0,-100.0,10.5
NFL,2021,10,2021-11-14,MIN@LAC,home,3.0,-123.0,111.0,0.5885748930607881,0.5515695067264574,6.7091066280941085,Green,0,-100.0,3.0000000000000004
NFL,2021,10,2021-11-14,KC@LV,away,-2.5,111.0,-123.0,0.5739999930772464,0.5515695067264574,4.0666654115658005,Green,1,81.3,-2.5
NFL,2021,10,2021-11-14,CLE@NE,home,2.5,-106.0,-104.0,0.5739999930772464,0.5145631067961165,11.55094205086109,Green,1,94.34,2.5
NFL,2021,10,2021-11-14,BUF@NYJ,away,-13.0,-111.0,101.0,0.8340139494008468,0.4975124378109453,67.63680382957021,Green,1,101.0,-13.0
NFL,2021,10,2021-11-14,DET@PIT,home,9.0,110.0,-121.0,0.7490941167400041,0.47619047619047616,57.30976451540087,Green,0,-100.0,9.0
NFL,2021,10,2021-11-14,NO@TEN,home,3.0,103.0,-114.0,0.5885748930607881,0.49261083743842365,19.480703291339996,Green,0,-100.0,3.0000000000000004
NFL,2021,10,2021-11-14,TB@WAS,away,-10.0,-117.0,106.0,0.7722474293659675,0.4854368932038835,59.08297044938931,Green,0,-100.0,-9.999999999999998
NFL,2021,10,2021-11-15,LA@SF,away,-3.5,-110.0,-100.0,0.6030285590722003,0.5,20.605711814440063,Green,0,-100.0,-3.4999999999999982
NFL,2021,11,2021-11-18,NE@ATL,away,-7.0,101.0,-111.0,0.6992999160803341,0.5260663507109005,32.92998404770315,Green,1,90.09,-7.000000000000001
NFL,2021,11,2021-11-21,IND@BUF,home,7.5,105.0,-116.0,0.7121584679299363,0.4878048780487805,45.99248592563695,Green,0,-100.0,7.500000000000003
NFL,2021,11,2021-11-21,WAS@CAR,home,3.5,103.0,-114.0,0.6030285590722003,0.49261083743842365,22.414797491656667,Green,0,-100.0,3.4999999999999982
NFL,2021,11,2021-11-21,BAL@CHI,away,-5.0,-107.0,-103.0,0.6454757648289114,0.5073891625615764,27.215126466280605,Green,0,-100.0,-5.000000000000001
NFL,2021,11,2021-11-21,DET@CLE,home,13.0,-104.0,-106.0,0.8340139494008468,0.5098039215686274,63.595043920935346,Green,0,-100.0,13.0
NFL,2021,11,2021-11-21,SF@JAX,away,-6.5,-104.0,-106.0,0.6861882951103464,0.5145631067961165,33.35357433276543,Green,1,94.34,-6.5000000000000036
NFL,2021,11,2021-11-21,DAL@KC,home,2.5,-110.0,-101.0,0.5739999930772464,0.5238095238095238,9.581816860201576,Green,1,90.91,2.5
NFL,2021,11,2021-11-21,PIT@LAC,home,5.5,-114.0,103.0,0.6592612417433361,0.5327102803738317,23.756057660591157,Green,0,-100.0,5.5
NFL,2021,11,2021-11-21,CIN@LV,away,-1.0,105.0,-115.0,0.529744200997311,0.5348837209302325,-0.9608667700679419,Red,1,86.96,-1.0000000000000024
NFL,2021,11,2021-11-21,GB@MIN,away,-1.0,-105.0,-105.0,0.529744200997311,0.5121951219512195,3.4262487661416707,Green,0,-100.0,-1.0000000000000024
NFL,2021,11,2021-11-21,MIA@NYJ,away,-3.5,-107.0,-103.0,0.6030285590722003,0.5073891625615764,18.849317953064727,Green,1,97.09,-3.4999999999999982
NFL,2021,11,2021-11-21,NO@PHI,home,2.5,-117.0,106.0,0.5739999930772464,0.5391705069124424,6.459827775865351,Green,1,85.47,2.5
NFL,2021,11,2021-11-21,ARI@SEA,home,2.5,-122.0,111.0,0.5739999930772464,0.5495495495495496,4.449179068154669,Green,0,-100.0,2.5
NFL,2021,11,2021-11-21,HOU@TEN,home,10.5,-100.0,-110.0,0.7833573157367203,0.5,56.671463147344056,Green,0,-100.0,10.5
NFL,2021,11,2021-11-22,NYG@TB,home,11.5,102.0,-113.0,0.8046114540153423,0.49504950495049505,62.53151371109914,Green,1,102.0,11.5
NFL,2021,12,2021-11-25,LV@DAL,home,7.0,-105.0,-106.0,0.6992999160803341,0.5121951219512195,36.52998361568428,Green,0,-100.0,7.000000000000001
NFL,2021,12,2021-11-25,CHI@DET,away,-2.0,-104.0,-107.0,0.5593232883596602,0.5169082125603864,8.205533355560423,Green,0,0.0,-2.0000000000000004
NFL,2021,12,2021-11-25,BUF@NO,away,-7.0,-112.0,100.0,0.6992999160803341,0.5,39.85998321606683,Green,1,100.0,-7.000000000000001
NFL,2021,12,2021-11-28,CLE@BAL,home,3.0,-102.0,-110.0,0.5885748930607881,0.504950495049505,16.560910194391376,Green,1,98.04,3.0000000000000004
NFL,2021,12,2021-11-28,PIT@CIN,home,3.5,-100.0,-111.0,0.6030285590722003,0.5,20.605711814440063,Green,1,100.0,3.4999999999999982
NFL,2021,12,2021-11-28,LAC@DEN,away,-2.5,103.0,-114.0,0.5739999930772464,0.5327102803738317,7.750875893447995,Green,0,-100.0,-2.5
NFL,2021,12,2021-11-28,LA@GB,away,-2.0,-110.0,-100.0,0.5593232883596602,0.5,11.864657671932033,Green,0,-100.0,-2.0000000000000004
NFL,2021,12,2021-11-28,NYJ@HOU,home,3.0,111.0,-124.0,0.5885748930607881,0.47393364928909953,24.1893024358263,Green,0,-100.0,3.0000000000000004
NFL,2021,12,2021-11-28,TB@IND,away,-3.0,-112.0,101.0,0.5885748930607881,0.4975124378109453,18.303553505218417,Green,1,101.0,-3.0000000000000004
NFL,2021,12,2021-11-28,ATL@JAX,away,-1.5,-108.0,-102.0,0.5445646281011292,0.504950495049505,7.845151839635378,Green,1,98.04,-1.5000000000000022
NFL,2021,12,2021-11-28,CAR@MIA,away,-1.0,-101.0,-110.0,0.529744200997311,0.5238095238095238,1.1329838267593706,Yellow,0,-100.0,-1.0000000000000024
NFL,2021,12,2021-11-28,TEN@NE,home,7.5,106.0,-118.0,0.7121584679299363,0.4854368932038835,46.70464439356689,Green,1,106.0,7.500000000000003
NFL,2021,12,2021-11-28,PHI@NYG,away,-4.0,-110.0,100.0,0.6173420593950878,0.5,23.46841187901756,Green,0,-100.0,-4.000000000000001
NFL,2021,12,2021-11-28,MIN@SF,home,3.5,-102.0,-108.0,0.6030285590722003,0.504950495049505,19.423302875082804,Green,1,98.04,3.4999999999999982
NFL,2021,12,2021-11-29,SEA@WAS,home,-1.0,108.0,-121.0,0.47025579900268905,0.4807692307692308,-2.186793807440679,Red,1,108.0,-1.0000000000000004
NFL,2021,13,2021-12-02,DAL@NO,away,-6.0,100.0,-110.0,0.6728372237476172,0.5238095238095238,28.45074271545419,Green,1,90.91,-5.999999999999999
NFL,2021,13,2021-12-05,TB@ATL,away,-11.0,-108.0,-103.0,0.794147109122441,0.5073891625615764,56.51637199209275,Green,1,97.09,-10.999999999999998
NFL,2021,13,2021-12-05,ARI@CHI,away,-7.5,104.0,-116.0,0.7121584679299363,0.5370370370370371,32.608818166264,Green,1,86.21,-7.500000000000003
NFL,2021,13,2021-12-05,LAC@CIN,home,2.5,-116.0,104.0,0.5739999930772464,0.5370370370370371,6.882757331625183,Green,0,-100.0,2.5
NFL,2021,13,2021-12-05,MIN@DET,away,-7.0,-107.0,-104.0,0.6992999160803341,0.5098039215686274,37.17036815421939,Green,0,-100.0,-7.000000000000001
NFL,2021,13,2021-12-05,IND@HOU,away,-10.0,-106.0,-105.0,0.7722474293659675,0.5121951219512195,50.77211716192698,Green,1,95.24,-9.999999999999998
NFL,2021,13,2021-12-05,DEN@KC,home,8.5,-105.0,-106.0,0.7370667233812597,0.5121951219512195,43.90350313634117,Green,1,95.24,8.5
NFL,2021,13,2021-12-05,JAX@LA,home,14.0,-108.0,-103.0,0.851936772774599,0.5192307692307693,64.07671179362647,Green,1,92.59,13.999999999999988
NFL,2021,13,2021-12-05,WAS@LV,away,1.0,-121.0,108.0,0.4702557990026891,0.4807692307692308,-2.186793807440668,Red,1,108.0,0.9999999999999987
NFL,2021,13,2021-12-05,NYG@MIA,home,6.5,-120.0,108.0,0.6861882951103464,0.5454545454545454,25.801187436896843,Green,1,83.33,6.5000000000000036
NFL,2021,13,2021-12-05,PHI@NYJ,away,-5.0,-113.0,102.0,0.6454757648289114,0.49504950495049505,30.386104495440115,Green,1,102.0,-5.000000000000001
NFL,2021,13,2021-12-05,BAL@PIT,away,-4.0,-107.0,-104.0,0.6173420593950878,0.5098039215686274,21.094019342882607,Green,0,-100.0,-4.000000000000001
NFL,2021,13,2021-12-05,SF@SEA,away,-3.0,-120.0,108.0,0.5885748930607881,0.4807692307692308,22.423577756643944,Green,0,-100.0,-3.0000000000000004
NFL,2021,13,2021-12-06,NE@BUF,home,3.0,104.0,-116.0,0.5885748930607881,0.49019607843137253,20.069278184400787,Green,0,-100.0,3.0000000000000004
